age,workclass,marital_status,race
43.94170832376427,Private-h1,Married-h1,White-h1
41.64938509528813,Private-h1,Widowhood,White-h1
27.977293925015402,Private-h1,Single,Non-White
63.445070875987014,Self-employed,Married-h1,White-h1
21.71715725182179,Private-h1,Single,White-h1
39.111262086324295,Private-h1,Single,White-h1
27.224790925803493,Private-h1,Single,White-h1
60.46381220207432,government department,Single,White-h1
18.568108537365084,Private-h1,Single,White-h1
27.266840437382122,government department,Single,White-h1
20.37729131695336,Private-h1,Single,White-h1
57.247188714419146,Self-employed,Single,White-h1
14.631999270134145,Private-h1,Married-h1,White-h1
37.14359126456704,government department,Single,Non-White
48.98608816143596,Private-h1,Single,White-h1
19.778944958582418,Private-h1,Single,White-h1
48.112269222901055,government department,Married-h1,White-h1
29.84884155400808,Private-h1,Single,White-h1
37.567496449462524,Self-employed,Single,White-h1
20.876152031214108,Private-h1,Single,White-h1
45.0238294598346,Private-h1,Single,White-h1
60.90458283187086,government department,Single,White-h1
19.978602224646824,government department,Single,White-h1
34.67579572204272,government department,Married-h1,White-h1
42.636626252900676,government department,Single,White-h1
27.142153427743036,Private-h1,Married-h1,Non-White
21.804922066050363,Private-h1,Single,White-h1
39.96880676725482,Private-h1,Married-h1,White-h1
26.80940529160199,Private-h1,Single,White-h1
42.10193433570585,Private-h1,Single,White-h1
25.978977706839714,government department,Single,White-h1
43.731204860469646,Private-h1,Married-h1,White-h1
50.30941015280263,Private-h1,Married-h1,White-h1
33.197476506589595,Private-h1,Married-h1,White-h1
36.997378211093014,government department,Widowhood,White-h1
54.57148115175188,Private-h1,Married-h1,White-h1
35.06280857434869,Private-h1,Single,White-h1
42.62319629874167,Private-h1,Single,White-h1
43.123498110766675,Private-h1,Married-h1,White-h1
35.40963571631567,Private-h1,Married-h1,White-h1
20.372450847150265,Private-h1,Single,White-h1
48.506067144606746,government department,Single,Non-White
34.19454633415944,government department,Single,White-h1
28.411613960981818,Private-h1,Married-h1,White-h1
63.029830545834834,Private-h1,Married-h1,White-h1
38.00150390169684,Private-h1,Married-h1,White-h1
45.220532262093215,government department,Married-h1,White-h1
14.35718617401912,Private-h1,Married-h1,White-h1
59.7957624355653,Private-h1,Married-h1,White-h1
60.23539135911769,Private-h1,Married-h1,White-h1
33.851999868926406,Private-h1,Married-h1,White-h1
34.686348102085695,Private-h1,Single,Non-White
47.731248897370016,Private-h1,Married-h1,White-h1
28.20982424516587,Private-h1,Single,White-h1
54.92709308865375,Self-employed,Married-h1,White-h1
45.148914012986914,Private-h1,Married-h1,Non-White
41.742000613704384,government department,Married-h1,Non-White
35.79468845806102,Self-employed,Married-h1,White-h1
19.003409065850033,Private-h1,Single,White-h1
34.7142698487322,Private-h1,Widowhood,Non-White
39.620382486150646,Private-h1,Single,White-h1
64.61145673268877,Private-h1,Married-h1,White-h1
59.663027540781265,Self-employed,Married-h1,White-h1
30.01831140966755,Private-h1,Single,Non-White
41.47826581084409,Private-h1,Widowhood,White-h1
52.36274153701191,Private-h1,Married-h1,White-h1
32.897383153307416,Self-employed,Single,White-h1
25.58294949275275,Private-h1,Single,Non-White
54.234730960069164,Private-h1,Married-h1,White-h1
25.11444849297124,Private-h1,Single,Non-White
38.447559695296114,Private-h1,Single,White-h1
21.0576506249954,Private-h1,Single,White-h1
42.821014592633816,Private-h1,Married-h1,White-h1
20.785278944811964,Private-h1,Single,White-h1
59.65903304474696,government department,Married-h1,White-h1
50.313614758062265,Private-h1,Single,Non-White
57.55365825201716,government department,Single,White-h1
57.864630763978134,Private-h1,Married-h1,White-h1
35.98312240515478,Private-h1,Married-h1,White-h1
34.546871241753635,Private-h1,Married-h1,White-h1
40.02148831078155,Private-h1,Married-h1,White-h1
19.48571244768127,Private-h1,Single,White-h1
42.93171971096336,Private-h1,Married-h1,White-h1
22.37584287095549,Private-h1,Single,White-h1
47.67817147165345,Private-h1,Married-h1,White-h1
21.87747936894441,Private-h1,Single,White-h1
20.978173648057197,Private-h1,Single,Non-White
35.78819058851246,Private-h1,Single,White-h1
20.795310764469846,Private-h1,Single,Non-White
22.859415765259527,government department,Single,White-h1
27.221646476302894,government department,Single,White-h1
26.299261176211097,Private-h1,Single,White-h1
27.39487870177703,Private-h1,Single,White-h1
48.536836392791265,government department,Single,Non-White
19.83475607034313,Private-h1,Single,White-h1
17.309438100921955,Private-h1,Single,White-h1
44.55487768763786,Self-employed,Married-h1,White-h1
13.956660406533686,Private-h1,Single,White-h1
71.6836156896604,Private-h1,Widowhood,White-h1
35.07469261968132,Private-h1,Single,White-h1
35.25037476799611,Private-h1,Married-h1,White-h1
37.10429204255641,Private-h1,Married-h1,Non-White
56.888851115397735,Private-h1,Married-h1,White-h1
36.59228709787676,Private-h1,Married-h1,White-h1
35.10927717434877,Private-h1,Single,White-h1
21.888574206774237,Private-h1,Single,White-h1
27.30795229054293,Private-h1,Single,White-h1
43.06725232653265,Private-h1,Married-h1,White-h1
64.1774573877783,government department,Married-h1,White-h1
77.81049437568842,Self-employed,Married-h1,White-h1
19.71790869435892,Private-h1,Married-h1,White-h1
50.56553875136492,Private-h1,Married-h1,White-h1
27.49719281080879,Private-h1,Married-h1,White-h1
42.426668017884374,Private-h1,Single,White-h1
14.89334481616822,Self-employed,Single,Non-White
56.23971123356934,Private-h1,Married-h1,White-h1
19.177611676334987,Private-h1,Single,Non-White
35.835120977682344,Private-h1,Married-h1,White-h1
20.969470213241625,Private-h1,Married-h1,White-h1
57.032294584803616,Self-employed,Married-h1,White-h1
44.59810400408161,government department,Married-h1,White-h1
28.491790469620142,Private-h1,Single,White-h1
21.26781564036929,Private-h1,Single,White-h1
41.96926086981217,Private-h1,Married-h1,Non-White
58.53361114481581,Private-h1,Married-h1,Non-White
43.549965940656776,Self-employed,Single,White-h1
44.9766477717803,government department,Married-h1,Non-White
15.553981160388425,Private-h1,Single,White-h1
32.76063858913944,Private-h1,Married-h1,White-h1
26.44028912282255,Private-h1,Married-h1,White-h1
25.077969357336578,Private-h1,Married-h1,White-h1
36.28120172900398,Private-h1,Single,White-h1
33.99833271334049,Private-h1,Single,White-h1
49.788935252220156,Private-h1,Married-h1,White-h1
22.94467011542126,Private-h1,Single,White-h1
30.835295662483734,Private-h1,Married-h1,White-h1
20.31979146032834,Private-h1,Married-h1,Non-White
45.66234630256931,government department,Single,White-h1
65.45347342846057,Private-h1,Married-h1,White-h1
71.89461619529175,Private-h1,Married-h1,White-h1
35.666255148235734,Private-h1,Single,Non-White
68.9733900250149,Private-h1,Married-h1,Non-White
38.73230056420684,Private-h1,Single,White-h1
43.38064184467986,Private-h1,Single,White-h1
42.052935062425426,Private-h1,Married-h1,White-h1
18.4044274407457,Private-h1,Single,White-h1
49.48327822734233,Private-h1,Single,White-h1
38.87049678075987,Private-h1,Married-h1,White-h1
27.647571096424983,Private-h1,Married-h1,Non-White
33.708959594428755,Private-h1,Single,White-h1
37.516487480494675,Private-h1,Single,Non-White
51.188863086141005,Private-h1,Married-h1,White-h1
55.181019002351114,government department,Widowhood,Non-White
58.04145414994508,Private-h1,Married-h1,White-h1
25.97173131417165,Private-h1,Single,White-h1
28.525839785475682,Private-h1,Married-h1,Non-White
42.36906302194825,Private-h1,Married-h1,White-h1
36.75558527956429,government department,Married-h1,White-h1
38.77313479049054,government department,Married-h1,White-h1
18.623502038662316,Private-h1,Single,White-h1
25.894158643721166,Private-h1,Married-h1,White-h1
63.84830528301803,Private-h1,Single,Non-White
39.534296797387476,Private-h1,Married-h1,Non-White
49.79110596248301,Private-h1,Single,White-h1
43.46139127984137,Private-h1,Married-h1,White-h1
43.02876342220831,Private-h1,Married-h1,White-h1
59.11382778034952,government department,Married-h1,Non-White
43.49345227184728,Private-h1,Single,White-h1
50.49258830645566,Private-h1,Married-h1,White-h1
30.062815125470234,Private-h1,Married-h1,White-h1
26.78009840655388,Self-employed,Widowhood,White-h1
57.55162515107153,Private-h1,Married-h1,White-h1
25.097893638825116,government department,Single,Non-White
23.33244043534284,Private-h1,Single,White-h1
55.44130812423378,Private-h1,Single,White-h1
25.294282382601406,Private-h1,Single,Non-White
36.169864297925265,Private-h1,Single,White-h1
36.81243472339179,Private-h1,Married-h1,White-h1
44.374559528336555,Self-employed,Single,White-h1
55.630419459260914,Private-h1,Single,White-h1
55.13931772640697,government department,Married-h1,White-h1
42.874010193373316,Self-employed,Married-h1,White-h1
22.072377371127523,government department,Single,White-h1
30.34124903774685,Private-h1,Married-h1,Non-White
29.35433351236004,Private-h1,Married-h1,White-h1
28.061957793434857,Private-h1,Single,White-h1
42.352965588134765,Private-h1,Married-h1,White-h1
67.09049810368944,Private-h1,Widowhood,White-h1
23.108149197141085,Private-h1,Single,Non-White
34.151211233208016,Private-h1,Married-h1,Non-White
28.19162316701424,Private-h1,Married-h1,White-h1
36.251505673953304,Private-h1,Married-h1,White-h1
63.28076283812627,Private-h1,Married-h1,White-h1
60.73779694191556,government department,Married-h1,White-h1
50.75024942045758,government department,Married-h1,White-h1
28.545863111261006,Private-h1,Single,White-h1
19.821910845283522,Private-h1,Single,White-h1
29.31520722909357,Private-h1,Married-h1,White-h1
61.207919873390196,Private-h1,Married-h1,White-h1
50.34023427685698,Private-h1,Single,White-h1
51.38917549801009,Private-h1,Married-h1,White-h1
56.909713405051534,Private-h1,Married-h1,White-h1
35.60284542683816,Self-employed,Married-h1,White-h1
51.527037333924824,government department,Single,White-h1
41.84955777510996,Private-h1,Married-h1,Non-White
60.157914397404895,Private-h1,Married-h1,White-h1
27.32445020476936,Private-h1,Single,Non-White
46.7686174792247,Private-h1,Single,White-h1
18.776488479297775,Private-h1,Single,Non-White
57.22249502203556,Private-h1,Married-h1,White-h1
61.609219680664665,Private-h1,Married-h1,White-h1
24.7173236161966,Private-h1,Married-h1,White-h1
27.81388550089779,Private-h1,Single,White-h1
44.34691490591129,Private-h1,Married-h1,White-h1
31.45187281093197,Private-h1,Single,White-h1
86.53440319326286,Private-h1,Married-h1,White-h1
45.828986550697756,Private-h1,Single,White-h1
57.390393095821224,Private-h1,Married-h1,Non-White
31.563122788877997,government department,Single,White-h1
30.13494723542255,Private-h1,Married-h1,White-h1
36.60718898742965,Private-h1,Single,Non-White
35.589070130426265,Private-h1,Married-h1,Non-White
21.865756073951925,Private-h1,Single,White-h1
34.3377719477731,Private-h1,Single,White-h1
57.679977059257986,Private-h1,Married-h1,White-h1
36.85672686759911,Private-h1,Married-h1,White-h1
54.49559799469711,Private-h1,Married-h1,White-h1
43.14800408060477,Private-h1,Single,White-h1
50.07600413636227,Self-employed,Married-h1,White-h1
37.47618807381909,Private-h1,Married-h1,Non-White
33.173031962208,Private-h1,Married-h1,White-h1
27.118981451423416,Private-h1,Single,White-h1
41.80714562831852,Private-h1,Single,White-h1
42.3922382060512,Private-h1,Single,Non-White
21.053853304149243,Private-h1,Single,White-h1
39.47383988210453,Private-h1,Married-h1,White-h1
56.75012331443915,Private-h1,Married-h1,White-h1
57.44266414165887,Private-h1,Widowhood,White-h1
28.31662808567784,Private-h1,Single,White-h1
35.32829235747732,Private-h1,Single,White-h1
30.184505395845783,Private-h1,Single,White-h1
44.08793210884382,Private-h1,Married-h1,White-h1
27.206798416300014,Private-h1,Married-h1,Non-White
54.51799750620895,Self-employed,Widowhood,White-h1
28.101349140514653,Private-h1,Single,White-h1
54.040827749486034,government department,Married-h1,White-h1
58.169381757044086,government department,Single,White-h1
50.07181691189299,Private-h1,Married-h1,White-h1
21.730984513105764,Private-h1,Single,White-h1
28.54445053910502,Private-h1,Single,White-h1
43.13243393642305,Private-h1,Single,White-h1
43.39539483859737,Private-h1,Single,White-h1
42.72756061213473,Private-h1,Married-h1,White-h1
26.696995399453854,Private-h1,Single,White-h1
28.22772516425428,Private-h1,Married-h1,White-h1
53.163351549883416,Self-employed,Married-h1,White-h1
43.24448125124952,Self-employed,Married-h1,White-h1
23.622860284500558,Private-h1,Single,White-h1
25.338531841990235,Private-h1,Single,Non-White
31.947557416668086,Private-h1,Married-h1,White-h1
49.243987540478535,Private-h1,Widowhood,White-h1
51.05064716831613,government department,Married-h1,White-h1
51.25022439183921,Private-h1,Married-h1,White-h1
35.635467530511264,government department,Married-h1,White-h1
45.94039921599702,government department,Married-h1,White-h1
49.93604646994235,Private-h1,Married-h1,White-h1
27.76358690991037,Private-h1,Single,Non-White
20.728895767344092,Private-h1,Single,White-h1
42.80800408192554,Private-h1,Married-h1,White-h1
32.39800222931072,Self-employed,Married-h1,White-h1
45.400775790606055,Private-h1,Married-h1,White-h1
37.36270059319432,government department,Married-h1,White-h1
61.580261446329445,Private-h1,Married-h1,White-h1
59.6199195166435,government department,Married-h1,White-h1
55.596441953954674,Private-h1,Married-h1,White-h1
18.28789304093186,Private-h1,Single,White-h1
35.46062970879102,government department,Married-h1,White-h1
27.940370090961338,Private-h1,Married-h1,White-h1
30.156177977452824,Private-h1,Single,White-h1
19.682445566891978,Private-h1,Single,White-h1
48.60052717722838,government department,Married-h1,White-h1
30.614225013660395,Private-h1,Married-h1,White-h1
58.80088321627358,government department,Single,White-h1
26.757477654456544,Private-h1,Married-h1,White-h1
20.442724329106426,Private-h1,Single,Non-White
42.557903123193974,Private-h1,Married-h1,White-h1
20.736918747997823,Self-employed,Single,Non-White
34.02983174830998,Private-h1,Single,White-h1
27.78467169657144,Private-h1,Married-h1,White-h1
27.802618297182782,Private-h1,Married-h1,White-h1
30.598089064281922,Private-h1,Single,White-h1
40.74464294946209,Private-h1,Single,White-h1
27.22151244811603,Private-h1,Married-h1,White-h1
29.523696723460283,Private-h1,Single,Non-White
42.71257717803619,Private-h1,Married-h1,White-h1
30.32552940227699,Private-h1,Single,White-h1
49.39565670727705,Private-h1,Married-h1,White-h1
62.91318843794665,Private-h1,Widowhood,White-h1
56.7221889866925,Private-h1,Married-h1,White-h1
43.69594652227136,Private-h1,Married-h1,White-h1
20.812749236964336,Private-h1,Single,White-h1
27.75248816273656,Private-h1,Single,White-h1
49.71141341841496,government department,Married-h1,White-h1
20.907528497219328,Private-h1,Single,White-h1
28.212975466241417,government department,Single,Non-White
26.46135944203059,Private-h1,Single,White-h1
20.407060647182295,Private-h1,Single,White-h1
40.17625130352558,Private-h1,Single,White-h1
44.23377506442267,government department,Married-h1,White-h1
36.02581690595456,Private-h1,Single,White-h1
28.102528930110296,Private-h1,Single,White-h1
28.748777645498645,Private-h1,Married-h1,White-h1
27.583257181722804,Private-h1,Single,White-h1
49.90215721934663,Private-h1,Single,Non-White
49.07648658066469,Private-h1,Married-h1,White-h1
28.48389358528215,government department,Single,White-h1
44.329287377122036,Private-h1,Married-h1,White-h1
27.501893557179493,Private-h1,Married-h1,White-h1
49.16924717523529,government department,Married-h1,White-h1
19.55017883904271,Private-h1,Single,White-h1
43.721286498406066,government department,Married-h1,White-h1
50.39574691934065,Self-employed,Married-h1,White-h1
54.7916538394878,government department,Widowhood,Non-White
44.63653804650862,Private-h1,Married-h1,White-h1
58.073358206796456,Private-h1,Single,White-h1
51.80328532858185,Self-employed,Married-h1,White-h1
20.502507015573578,Private-h1,Single,White-h1
29.142540018877696,Self-employed,Married-h1,White-h1
20.741121943618264,Private-h1,Single,White-h1
26.38094152369046,Private-h1,Single,White-h1
36.3875713874987,Private-h1,Single,Non-White
48.75964656086781,Private-h1,Married-h1,White-h1
40.09190970081651,Self-employed,Married-h1,White-h1
34.238415815300364,Private-h1,Married-h1,White-h1
50.23146523257977,Private-h1,Married-h1,White-h1
29.257570568749117,Self-employed,Married-h1,White-h1
50.49370152363168,Private-h1,Married-h1,White-h1
28.95329919342884,Private-h1,Married-h1,White-h1
50.25459623453982,Private-h1,Married-h1,White-h1
47.15538894734943,Self-employed,Married-h1,White-h1
27.304832882911576,Private-h1,Married-h1,White-h1
20.562867036509978,Private-h1,Single,White-h1
61.42236549866067,Private-h1,Married-h1,White-h1
25.009469093696616,Private-h1,Married-h1,White-h1
25.525889743286974,government department,Single,White-h1
29.45875981850607,Private-h1,Single,Non-White
20.891551770474774,Private-h1,Single,White-h1
22.07378028589447,Private-h1,Single,White-h1
18.441675694597215,Private-h1,Single,White-h1
46.259327166954485,Private-h1,Single,White-h1
20.277040791142248,Private-h1,Single,White-h1
71.73105246174121,Self-employed,Widowhood,White-h1
28.801797831083448,Private-h1,Single,Non-White
42.976760182828805,Private-h1,Married-h1,White-h1
20.654188707160518,Private-h1,Single,White-h1
37.3541495179426,Private-h1,Single,White-h1
37.96177112933568,Private-h1,Married-h1,Non-White
41.45732054265029,Private-h1,Single,White-h1
20.20931095396919,Private-h1,Single,White-h1
34.0222418429257,Private-h1,Married-h1,White-h1
61.00503833971382,government department,Married-h1,White-h1
20.769470411645173,Private-h1,Single,White-h1
30.22274823003623,Private-h1,Single,White-h1
27.795305608234052,Private-h1,Married-h1,White-h1
56.12352519756497,Self-employed,Married-h1,White-h1
34.51239464079044,Private-h1,Single,White-h1
49.014343030908826,government department,Widowhood,White-h1
56.47025392782335,Self-employed,Married-h1,White-h1
30.202702634686013,Private-h1,Married-h1,White-h1
33.58095242640611,Self-employed,Single,White-h1
37.53312844195011,Private-h1,Married-h1,White-h1
31.38219268027174,Private-h1,Married-h1,White-h1
21.79482993666155,Private-h1,Single,White-h1
41.28737191823236,government department,Married-h1,White-h1
57.64855624846928,Private-h1,Married-h1,Non-White
45.929424199607816,Self-employed,Married-h1,Non-White
52.39717144294528,Private-h1,Married-h1,White-h1
27.68745319928472,Private-h1,Married-h1,White-h1
35.164738822578485,Private-h1,Single,White-h1
35.30951329991137,Private-h1,Single,White-h1
34.888613190133704,Private-h1,Married-h1,White-h1
50.15378738142338,Self-employed,Married-h1,White-h1
21.30555622448461,Private-h1,Single,White-h1
19.98880363315577,Private-h1,Single,Non-White
52.35463160409329,Private-h1,Married-h1,Non-White
48.28852966329406,Self-employed,Married-h1,White-h1
42.586436623629154,Private-h1,Married-h1,White-h1
28.60151093450894,Private-h1,Married-h1,White-h1
23.5100980590534,Private-h1,Married-h1,White-h1
49.843961091214844,Private-h1,Married-h1,White-h1
26.414993411311364,Private-h1,Single,Non-White
28.29540232926997,government department,Single,White-h1
49.642073406590185,government department,Single,White-h1
20.586027417477325,Private-h1,Single,Non-White
38.708251805379525,Private-h1,Married-h1,White-h1
49.94555387476586,Self-employed,Married-h1,White-h1
25.61589366365326,Private-h1,Married-h1,White-h1
31.834638044035678,Private-h1,Single,Non-White
45.133957647913775,Private-h1,Married-h1,White-h1
50.04881402294472,Private-h1,Married-h1,Non-White
43.0355191154048,Private-h1,Married-h1,White-h1
41.246680815275155,Private-h1,Married-h1,White-h1
21.017421749756355,government department,Single,White-h1
42.85268803939548,Private-h1,Single,White-h1
20.432116543858598,Private-h1,Single,White-h1
30.88012863098763,Private-h1,Widowhood,White-h1
49.69531017800696,Private-h1,Married-h1,Non-White
28.575647527844605,Self-employed,Married-h1,White-h1
59.18972834690789,Self-employed,Married-h1,White-h1
33.57659626766132,Private-h1,Married-h1,White-h1
40.43288212360753,Private-h1,Married-h1,Non-White
43.00941103754826,Private-h1,Married-h1,White-h1
65.5118504986861,Private-h1,Married-h1,White-h1
42.37107977435599,Private-h1,Widowhood,Non-White
35.960406869137735,Private-h1,Single,White-h1
35.11277685896309,Private-h1,Married-h1,White-h1
26.85540287376323,Private-h1,Married-h1,White-h1
19.93451755773077,government department,Single,White-h1
50.24795532580587,Private-h1,Married-h1,White-h1
42.08260640280812,Private-h1,Married-h1,White-h1
17.1476954636652,Private-h1,Single,White-h1
49.93380267088719,Self-employed,Married-h1,White-h1
27.01010552303371,Private-h1,Married-h1,Non-White
26.95185661476248,Private-h1,Married-h1,White-h1
43.71325971056033,Private-h1,Single,White-h1
42.633444635081375,Self-employed,Widowhood,White-h1
18.979982469639975,Private-h1,Single,White-h1
20.83987897446783,Private-h1,Single,White-h1
25.057614115750344,Self-employed,Single,White-h1
27.5545847912891,Private-h1,Single,White-h1
20.521038826556453,Private-h1,Single,White-h1
42.04707056306264,Self-employed,Married-h1,White-h1
34.37783088148729,Private-h1,Single,White-h1
40.927930774629324,Private-h1,Single,White-h1
18.569692657432846,Private-h1,Single,White-h1
47.91406835193247,Private-h1,Married-h1,White-h1
72.15003745317173,Private-h1,Married-h1,White-h1
39.7808535392053,Private-h1,Married-h1,Non-White
48.41865698358476,Private-h1,Married-h1,White-h1
18.883863619733432,Private-h1,Married-h1,White-h1
40.20132255895067,Private-h1,Single,White-h1
49.257922121467644,Private-h1,Married-h1,White-h1
45.752222133652396,Private-h1,Married-h1,White-h1
43.428171536662504,Self-employed,Married-h1,White-h1
26.891450925120367,Private-h1,Married-h1,Non-White
55.59341710679767,Self-employed,Widowhood,White-h1
50.830667478450195,Private-h1,Single,White-h1
42.10837246424667,Private-h1,Single,White-h1
35.07948968148179,Self-employed,Married-h1,White-h1
43.018491794928806,Private-h1,Married-h1,White-h1
50.920043483626856,Self-employed,Married-h1,White-h1
33.66660630940215,government department,Single,White-h1
57.90724467449089,Self-employed,Married-h1,White-h1
27.554388035478294,Private-h1,Married-h1,White-h1
28.96625852668913,Private-h1,Single,Non-White
57.45955172113954,Private-h1,Married-h1,White-h1
36.23985945048999,Private-h1,Single,White-h1
40.30470897593695,government department,Married-h1,White-h1
22.36168245456319,government department,Single,White-h1
27.126951455247717,Private-h1,Single,White-h1
26.77558937137957,government department,Single,Non-White
41.84381961231491,Private-h1,Single,White-h1
24.08437911559083,Private-h1,Single,White-h1
35.05424476272215,Private-h1,Married-h1,White-h1
57.92123506491794,Private-h1,Married-h1,Non-White
44.23154620009489,Private-h1,Single,White-h1
43.60021896691325,Private-h1,Married-h1,White-h1
44.15877933416819,Private-h1,Widowhood,White-h1
49.30333598649979,government department,Widowhood,White-h1
43.95127255619499,Private-h1,Single,Non-White
43.13333587839381,government department,Single,White-h1
27.83222909571992,Private-h1,Single,White-h1
58.09414834624908,government department,Married-h1,White-h1
26.328920213718067,Private-h1,Married-h1,White-h1
41.07636230222997,Private-h1,Single,Non-White
10.10406042360221,Private-h1,Single,White-h1
51.74816143843209,Private-h1,Single,White-h1
27.19672607330972,Private-h1,Single,White-h1
22.822523553159414,Private-h1,Single,Non-White
37.81696113501432,government department,Single,White-h1
18.29861292438978,Private-h1,Single,White-h1
56.862030717452846,Private-h1,Married-h1,White-h1
42.425271545485394,Private-h1,Married-h1,White-h1
21.295410911501403,Private-h1,Single,White-h1
38.437229780566824,Private-h1,Single,White-h1
23.33534656065266,government department,Single,Non-White
38.209416915007026,Private-h1,Married-h1,White-h1
39.6036025694154,government department,Married-h1,Non-White
27.725985974805823,Private-h1,Married-h1,White-h1
25.44166269303521,government department,Single,White-h1
19.262692815244147,Private-h1,Single,Non-White
42.68375976817716,government department,Married-h1,White-h1
25.233166715477857,Private-h1,Married-h1,Non-White
33.53292787546346,government department,Married-h1,White-h1
50.2393096604895,Private-h1,Married-h1,Non-White
35.96408750006391,Private-h1,Married-h1,White-h1
44.600129695189665,Private-h1,Married-h1,White-h1
42.59598942130982,Private-h1,Single,White-h1
27.786210340286644,Private-h1,Single,White-h1
19.664231311138014,Private-h1,Married-h1,White-h1
27.054721587960934,Private-h1,Single,White-h1
64.1723489532561,Self-employed,Married-h1,White-h1
30.332804372183276,Private-h1,Widowhood,White-h1
35.654830862965255,Private-h1,Single,White-h1
20.768479748943424,Private-h1,Single,White-h1
64.82342632714989,government department,Married-h1,White-h1
41.569631658826275,Private-h1,Single,White-h1
53.422747207015334,Private-h1,Married-h1,White-h1
35.12367284650028,Private-h1,Single,White-h1
29.902030772183036,Private-h1,Single,White-h1
44.83630259175508,Private-h1,Single,White-h1
39.24894696329466,government department,Married-h1,White-h1
20.600677557980593,Private-h1,Married-h1,White-h1
42.656390389273305,Private-h1,Married-h1,White-h1
40.696331720835595,government department,Married-h1,White-h1
57.620503882440794,Private-h1,Widowhood,White-h1
20.225756870422575,Private-h1,Married-h1,Non-White
25.439381308461392,government department,Married-h1,Non-White
36.51797611306533,Private-h1,Married-h1,White-h1
20.817377792758975,Private-h1,Single,White-h1
28.372854333151135,Self-employed,Single,White-h1
58.16166864525352,Self-employed,Married-h1,White-h1
42.30070708050581,Private-h1,Married-h1,White-h1
27.84177662904526,Private-h1,Single,Non-White
58.60063320764363,Private-h1,Married-h1,White-h1
30.0231738142208,Self-employed,Married-h1,Non-White
48.06301292057697,Private-h1,Married-h1,Non-White
40.996183956709075,government department,Married-h1,White-h1
45.34144846267518,Private-h1,Single,White-h1
49.426209396541935,government department,Married-h1,White-h1
17.720243995300166,Private-h1,Single,White-h1
35.81226861771442,Private-h1,Widowhood,White-h1
57.57130866260406,Private-h1,Married-h1,White-h1
43.24176275110861,Private-h1,Married-h1,Non-White
42.83792402712041,government department,Single,White-h1
61.83701702045392,Self-employed,Married-h1,White-h1
59.99212885556348,Private-h1,Married-h1,White-h1
25.841381302204514,Private-h1,Single,White-h1
27.170256981891868,Private-h1,Single,White-h1
56.149372097324324,Private-h1,Married-h1,White-h1
40.772865736749715,Private-h1,Widowhood,Non-White
17.11916105786545,Private-h1,Married-h1,White-h1
52.352195355144985,Self-employed,Married-h1,White-h1
71.20939719128036,Private-h1,Married-h1,White-h1
34.54556084123235,Private-h1,Married-h1,White-h1
28.681885612310992,Private-h1,Married-h1,White-h1
64.0118574796463,Private-h1,Single,White-h1
29.335115756821654,Private-h1,Single,White-h1
43.019959949965504,Self-employed,Married-h1,White-h1
55.33684888176802,Private-h1,Single,White-h1
36.2766325158707,Self-employed,Married-h1,White-h1
29.449217509018695,Private-h1,Married-h1,White-h1
26.548999562901265,government department,Single,White-h1
48.18539846644667,Private-h1,Married-h1,White-h1
29.905688250666522,government department,Married-h1,White-h1
44.547299028128535,government department,Single,Non-White
50.37738292335993,Private-h1,Widowhood,White-h1
33.254641010510355,Private-h1,Married-h1,White-h1
35.106980474152515,Private-h1,Married-h1,White-h1
24.34144484099383,Private-h1,Married-h1,White-h1
19.531699128774246,Private-h1,Single,Non-White
27.901728838759805,Private-h1,Single,White-h1
43.770096039222324,Private-h1,Married-h1,White-h1
22.147466305074214,Private-h1,Single,White-h1
57.849183253676756,Private-h1,Married-h1,White-h1
47.49569946414859,Private-h1,Married-h1,White-h1
25.895531141699113,Private-h1,Single,White-h1
36.875419437971445,Private-h1,Single,White-h1
40.04678354430742,government department,Married-h1,Non-White
41.142077543745174,Private-h1,Married-h1,Non-White
73.61764935565762,Self-employed,Married-h1,White-h1
44.0066835929347,Private-h1,Married-h1,Non-White
38.749194655533046,Private-h1,Single,White-h1
42.12666280240889,Private-h1,Married-h1,White-h1
20.520385471075155,Private-h1,Single,White-h1
25.98973784750092,Private-h1,Single,White-h1
27.952271532881003,Private-h1,Married-h1,White-h1
25.80882581221845,Private-h1,Married-h1,Non-White
55.563920797770464,Self-employed,Married-h1,White-h1
28.011637088615014,Private-h1,Single,White-h1
21.72494697467775,Private-h1,Single,White-h1
27.386625948203406,Private-h1,Single,Non-White
56.47362689749245,Self-employed,Married-h1,White-h1
59.03328026132178,Self-employed,Married-h1,White-h1
24.188419082785927,Private-h1,Single,White-h1
44.597724608449106,Private-h1,Married-h1,White-h1
51.63179346694836,Private-h1,Married-h1,White-h1
35.6835623265506,government department,Single,White-h1
32.43886293189627,Private-h1,Married-h1,White-h1
20.76643049107902,Private-h1,Single,Non-White
27.778250051510717,Private-h1,Single,White-h1
40.83877808758989,Private-h1,Single,Non-White
20.57674514658429,Private-h1,Single,White-h1
56.48977884366937,Private-h1,Married-h1,White-h1
27.538181502526687,government department,Married-h1,White-h1
49.65480893756434,Self-employed,Married-h1,White-h1
59.10000634760463,Self-employed,Married-h1,White-h1
40.90337568769484,Private-h1,Single,White-h1
60.42130824827216,Private-h1,Married-h1,White-h1
30.038436977917467,Private-h1,Married-h1,White-h1
45.60485846127059,Private-h1,Married-h1,White-h1
