age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country
(75.4, 82.7]	Private-h1	7th-8th	4	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	10	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Machine-op-inspct	Own-child	White-h1	Female	0	0	30	United-States
(38.9, 46.2]	government department	Some-college	10	Single	Adm-clerical	Unmarried	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Assoc-acdm	12	Married-h1	Adm-clerical	Wife	White-h1	Female	0	1740	40	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	1887	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Handlers-cleaners	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Other-service	Unmarried	Non-White	Female	0	0	35	United-States
(31.6, 38.9]	Private-h1	7th-8th	4	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	40	Mexico
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Prof-specialty	Unmarried	Non-White	Female	0	213	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	25	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Other-relative	Non-White	Female	0	0	30	Haiti
(38.9, 46.2]	government department	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	7th-8th	4	Single	Craft-repair	Unmarried	White-h1	Female	0	0	55	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	32	United-States
(31.6, 38.9]	Private-h1	Masters	14	Married-h1	Exec-managerial	Wife	White-h1	Female	0	0	50	United-States
(53.5, 60.8]	Private-h1	9th	5	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	40	El-Salvador
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	government department	Some-college	10	Single	Protective-serv	Unmarried	Non-White	Female	0	0	40	United-States
(60.8, 68.1]	Private-h1	HS-grad	9	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Self-employed	Some-college	10	Single	Other-service	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Craft-repair	Own-child	White-h1	Male	0	0	15	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	8614	0	40	United-States
(24.3, 31.6]	Private-h1	Prof-school	15	Married-h1	Prof-specialty	Wife	White-h1	Female	0	0	60	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	Doctorate	16	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	60	United-States
(38.9, 46.2]	Private-h1	9th	5	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Adm-clerical	Own-child	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Self-employed	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Machine-op-inspct	Husband	White-h1	Male	2580	0	40	United-States
(53.5, 60.8]	Private-h1	Assoc-voc	11	Married-h1	Prof-specialty	Husband	White-h1	Male	0	1902	45	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	15024	0	55	United-States
(31.6, 38.9]	Self-employed	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	3908	0	60	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Own-child	White-h1	Female	0	0	20	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Other-service	Own-child	White-h1	Female	0	0	28	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	Non-White	Male	0	0	40	Cambodia
(38.9, 46.2]	government department	HS-grad	9	Married-h1	Adm-clerical	Wife	White-h1	Female	0	0	20	United-States
(53.5, 60.8]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	Non-White	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	45	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Priv-house-serv	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Craft-repair	Own-child	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	42	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Self-employed	Assoc-acdm	12	Married-h1	Exec-managerial	Wife	White-h1	Female	20051	0	4	United-States
(68.1, 75.4]	Private-h1	Masters	14	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	16	United-States
(38.9, 46.2]	Private-h1	Masters	14	Single	Exec-managerial	Unmarried	Non-White	Female	0	0	60	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Sales	Husband	White-h1	Male	0	0	60	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Exec-managerial	Own-child	White-h1	Female	0	0	50	Cuba
(31.6, 38.9]	government department	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	45	Mexico
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Own-child	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Widowhood	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	government department	HS-grad	9	Single	Protective-serv	Own-child	White-h1	Male	2174	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Farming-fishing	Not-in-family	Non-White	Male	0	0	40	Puerto-Rico
(38.9, 46.2]	government department	12th	8	Married-h1	Other-service	Other-relative	White-h1	Female	0	0	35	Mexico
(24.3, 31.6]	government department	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	80	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Tech-support	Not-in-family	White-h1	Male	0	0	33	United-States
(24.3, 31.6]	Private-h1	9th	5	Single	Other-service	Own-child	White-h1	Female	0	0	38	El-Salvador
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	40	Canada
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Prof-specialty	Not-in-family	Non-White	Female	0	0	40	United-States
(31.6, 38.9]	Self-employed	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Craft-repair	Own-child	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Adm-clerical	Other-relative	White-h1	Female	0	0	40	United-States
(53.5, 60.8]	Self-employed	9th	5	Married-h1	Exec-managerial	Other-relative	White-h1	Male	3411	0	50	Columbia
(24.3, 31.6]	Private-h1	Some-college	10	Single	Exec-managerial	Own-child	Non-White	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	60	Cuba
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Other-relative	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	government department	Doctorate	16	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Prof-specialty	Other-relative	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Assoc-acdm	12	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Craft-repair	Own-child	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	government department	9th	5	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	40	Trinadad&Tobago
(38.9, 46.2]	government department	Bachelors	13	Single	Prof-specialty	Unmarried	White-h1	Female	0	0	50	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Unmarried	White-h1	Male	0	0	35	Mexico
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Other-service	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Sales	Own-child	White-h1	Female	0	0	35	United-States
(53.5, 60.8]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	7th-8th	4	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Own-child	White-h1	Male	0	0	25	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Male	0	0	35	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Prof-specialty	Own-child	White-h1	Male	0	0	50	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	52	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	government department	Bachelors	13	Married-h1	Tech-support	Husband	White-h1	Male	3103	0	40	United-States
(31.6, 38.9]	Private-h1	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	45	United-States
(31.6, 38.9]	Private-h1	10th	6	Single	Other-service	Unmarried	White-h1	Female	0	0	45	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Handlers-cleaners	Husband	White-h1	Male	5178	0	40	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	60	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Assoc-voc	11	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Adm-clerical	Own-child	White-h1	Female	2354	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Priv-house-serv	Own-child	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(53.5, 60.8]	Self-employed	Some-college	10	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Tech-support	Unmarried	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	4386	0	50	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Other-service	Unmarried	Non-White	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	5th-6th	3	Single	Handlers-cleaners	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	White-h1	Female	0	0	45	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	60	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	38	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	45	United-States
(31.6, 38.9]	government department	Some-college	10	Widowhood	Adm-clerical	Unmarried	Non-White	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Assoc-acdm	12	Single	Tech-support	Own-child	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	66	United-States
(38.9, 46.2]	government department	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	1740	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Transport-moving	Own-child	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Masters	14	Single	Prof-specialty	Own-child	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Wife	White-h1	Female	7298	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	Non-White	Male	4386	0	48	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	45	United-States
(46.2, 53.5]	Private-h1	7th-8th	4	Single	Machine-op-inspct	Unmarried	Non-White	Female	0	0	56	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	1974	35	United-States
(60.8, 68.1]	Private-h1	7th-8th	4	Married-h1	Adm-clerical	Husband	White-h1	Male	2580	0	50	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	government department	Bachelors	13	Single	Prof-specialty	Unmarried	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	38	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Married-h1	Tech-support	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	12th	8	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	55	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Machine-op-inspct	Not-in-family	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Machine-op-inspct	Other-relative	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Tech-support	Not-in-family	White-h1	Male	0	0	70	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Own-child	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	government department	Some-college	10	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Self-employed	10th	6	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	government department	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	1977	40	United-States
(31.6, 38.9]	government department	Assoc-voc	11	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	56	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	25	United-States
(16.927, 24.3]	Private-h1	Assoc-voc	11	Single	Exec-managerial	Own-child	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	55	United-States
(24.3, 31.6]	Self-employed	Some-college	10	Single	Exec-managerial	Own-child	White-h1	Male	0	0	45	United-States
(31.6, 38.9]	government department	Assoc-voc	11	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Self-employed	Some-college	10	Married-h1	Prof-specialty	Wife	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Protective-serv	Husband	White-h1	Male	7688	0	54	United-States
(60.8, 68.1]	Self-employed	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	15	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Machine-op-inspct	Own-child	White-h1	Male	0	0	55	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Exec-managerial	Own-child	White-h1	Female	0	0	20	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	60	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	9th	5	Single	Other-service	Own-child	White-h1	Male	0	0	16	United-States
(53.5, 60.8]	Private-h1	Doctorate	16	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(46.2, 53.5]	Self-employed	Bachelors	13	Married-h1	Sales	Husband	White-h1	Male	0	0	8	United-States
(24.3, 31.6]	Private-h1	11th	7	Widowhood	Handlers-cleaners	Not-in-family	Non-White	Male	0	0	40	Mexico
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Male	0	0	20	United-States
(46.2, 53.5]	government department	Some-college	10	Married-h1	Exec-managerial	Husband	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	55	Scotland
(24.3, 31.6]	Self-employed	Doctorate	16	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	70	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Sales	Not-in-family	White-h1	Female	0	0	60	United-States
(46.2, 53.5]	Private-h1	9th	5	Married-h1	Machine-op-inspct	Husband	Non-White	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Other-service	Husband	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Wife	White-h1	Female	7688	0	50	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Wife	White-h1	Female	0	0	50	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Sales	Own-child	White-h1	Female	0	0	30	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(75.4, 82.7]	Private-h1	HS-grad	9	Widowhood	Sales	Unmarried	White-h1	Female	2329	0	12	United-States
(24.3, 31.6]	Private-h1	11th	7	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Female	0	0	25	United-States
(16.927, 24.3]	government department	Bachelors	13	Single	Tech-support	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Male	0	1602	15	United-States
(24.3, 31.6]	Private-h1	Masters	14	Single	Prof-specialty	Own-child	White-h1	Male	0	0	35	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Female	0	0	50	United-States
(24.3, 31.6]	Self-employed	Assoc-voc	11	Married-h1	Sales	Husband	White-h1	Male	0	0	35	United-States
(31.6, 38.9]	government department	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	48	United-States
(60.8, 68.1]	Self-employed	HS-grad	9	Married-h1	Adm-clerical	Husband	Non-White	Male	0	0	12	Philippines
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	30	United-States
(68.1, 75.4]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	30	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Wife	White-h1	Female	0	0	50	United-States
(16.927, 24.3]	Private-h1	10th	6	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	government department	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	8	United-States
(38.9, 46.2]	government department	HS-grad	9	Single	Other-service	Not-in-family	Non-White	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Tech-support	Wife	White-h1	Female	0	0	32	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Sales	Unmarried	White-h1	Female	0	0	35	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Handlers-cleaners	Own-child	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	7688	0	38	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	government department	Bachelors	13	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	35	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Female	0	0	40	United-States
(60.8, 68.1]	Self-employed	7th-8th	4	Married-h1	Sales	Husband	White-h1	Male	0	0	30	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Sales	Not-in-family	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Tech-support	Own-child	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	Non-White	Male	15024	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Own-child	White-h1	Female	0	0	35	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Machine-op-inspct	Other-relative	Non-White	Female	0	0	35	United-States
(60.8, 68.1]	Self-employed	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	16	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	60	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	60	United-States
(24.3, 31.6]	government department	Some-college	10	Single	Adm-clerical	Not-in-family	Non-White	Male	0	0	40	Ecuador
(46.2, 53.5]	Private-h1	Some-college	10	Single	Craft-repair	Unmarried	White-h1	Female	0	0	38	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Adm-clerical	Other-relative	Non-White	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Other-service	Unmarried	White-h1	Female	0	0	99	United-States
(46.2, 53.5]	Private-h1	Bachelors	13	Widowhood	Sales	Unmarried	White-h1	Female	0	2472	70	United-States
(38.9, 46.2]	Private-h1	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	20	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Other-service	Own-child	White-h1	Female	0	0	35	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Married-h1	Farming-fishing	Wife	White-h1	Female	0	0	50	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	Non-White	Female	0	0	16	Trinadad&Tobago
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Sales	Not-in-family	White-h1	Female	0	0	30	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	1651	40	United-States
(53.5, 60.8]	Private-h1	Assoc-voc	11	Married-h1	Sales	Husband	White-h1	Male	0	1740	50	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Other-relative	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	50	United-States
